NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,2050,163,M1, 72 HAMILTON TERRACE                       ,            ,10031,0,1,1,1600,4124,1920,4, M1 ,1125000.0,6/27/2013
HARLEM-EAST              ,01  ONE FAMILY HOMES                        ,1,1628,65,A5, 122 EAST 101 STREET                       ,            ,10029,1,0,1,1716,2730,1890,1, A5 ,775000.0,8/6/2013
HARLEM-EAST              ,01  ONE FAMILY HOMES                        ,1,1660,20,S1, 251 EAST 110 STREET                       ,            ,10029,1,1,2,1682,3920,1900,1, S1 ,1740000.0,8/9/2012
HARLEM-EAST              ,01  ONE FAMILY HOMES                        ,1,1688,14,A4, 331 EAST 116TH STREET                     ,            ,10029,1,0,1,1682,3200,1899,1, A4 ,915000.0,12/21/2012
HARLEM-EAST              ,01  ONE FAMILY HOMES                        ,1,1807,39,A9, 420 EAST 120 STREET                       ,            ,10035,1,0,1,1892,2736,1899,1, A9 ,905000.0,4/2/2013
HARLEM-EAST              ,02  TWO FAMILY HOMES                        ,1,1666,120,B1, 249 EAST 116TH STREET                     ,            ,10029,2,0,2,1618,4000,1890,1, B1 ,1050000.0,5/3/2013
HARLEM-EAST              ,02  TWO FAMILY HOMES                        ,1,1709,22,B1, 285 PLEASANT AVENUE                       ,            ,10029,2,0,2,1110,3000,1890,1, B1 ,800000.0,4/3/2013
HARLEM-EAST              ,02  TWO FAMILY HOMES                        ,1,1784,23,S2, 2327 2ND AVENUE                           ,            ,10035,2,1,3,1600,2926,1901,1, S2 ,500000.0,6/25/2013
HARLEM-EAST              ,03  THREE FAMILY HOMES                      ,1,1645,125,C0, 159 EAST 117TH STREET                     ,            ,10035,3,0,3,1682,3500,1890,1, C0 ,1208257.0,5/23/2013
HARLEM-EAST              ,03  THREE FAMILY HOMES                      ,1,1659,29,C0, 246 EAST 110TH STREET                     ,            ,10029,3,0,3,3398,4554,1996,1, C0 ,1250000.0,1/17/2013
HARLEM-EAST              ,03  THREE FAMILY HOMES                      ,1,1665,5,C0, 205 EAST 115TH STREET                     ,            ,10029,3,0,3,1817,2430,1890,1, C0 ,395000.0,10/18/2012
HARLEM-EAST              ,03  THREE FAMILY HOMES                      ,1,1711,112,C0, 427 EAST 117 STREET                       ,            ,10035,3,0,3,1892,3376,1901,1, C0 ,998000.0,7/22/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1616,20,C7, 1657 MADISON AVENUE                       ,            ,10029,10,1,11,1912,7685,1910,2, C7 ,2060000.0,9/10/2012
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1621,12,C4, 21 EAST 115 STREET                        ,            ,10029,10,0,10,2523,9565,1930,2, C4 ,3204.0,8/13/2012
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1629,14,C7, 1590 LEXINGTON AVENUE                     ,            ,10029,25,5,30,3838,18613,1910,2, C7 ,6800000.0,5/15/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1631,140,C7, 186 EAST 104 STREET                       ,            ,10029,9,1,10,2018,8105,1910,2, C7 ,1580156.0,11/15/2012
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1633,30,C4, 171 EAST 105 STREET                       ,            ,10029,10,0,10,2523,9600,1930,2, C4 ,1680000.0,8/13/2012
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1643,29,C4, 171 EAST 115 STREET                       ,            ,10029,8,0,8,1600,4916,1910,2, C4 ,1050000.0,1/29/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1644,66,C1, 116 EAST 117 STREET                       ,            ,10035,10,0,10,2018,4470,1910,2, C1 ,1430000.0,8/15/2012
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2A,1645,153,C5, 1889 LEXINGTON AVENUE                     ,            ,10035,6,0,6,1130,2340,1890,2, C5 ,425000.0,4/30/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1655,13,C1, 229 EAST 105 STREET                       ,            ,10029,8,0,8,2535,7436,1900,2, C1 ,1775000.0,6/27/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1659,144,C7, 204 EAST 110 STREET                       ,            ,10029,9,1,10,3028,11896,2010,2, C7 ,5000000.0,4/24/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1677,42,C7, 314 EAST 106TH STREET                     ,            ,10029,28,2,30,3785,15330,1920,2, C7 ,3900000.0,5/13/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1680,48,C1, 310 EAST 109TH STREET                     ,            ,10029,11,0,11,2523,12000,1910,2, C1 ,183.0,4/4/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1681,13,C1, 325 EAST 109 STREET                       ,            ,10029,10,0,10,2523,6932,1910,2, C1 ,1000000.0,7/10/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1681,14,C1, 327 EAST 109 STREET                       ,            ,10029,8,0,8,2523,6842,1900,2, C1 ,1000000.0,7/10/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1681,16,C7, 331 EAST 109 STREET                       ,            ,10029,13,1,14,2395,10100,1910,2, C7 ,1000000.0,7/10/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2A,1687,36,C3, 336 EAST 116 STREET                       ,            ,10029,4,0,4,1682,3460,1900,2, C3 ,950000.0,5/17/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2A,1688,20,C3, 345 EAST 116 STREET                       ,            ,10029,4,0,4,2018,3680,1900,2, C3 ,1238000.0,5/7/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1688,35,C1, 336 EAST 117 STREET                       ,            ,10035,10,0,10,2523,8125,1910,2, C1 ,1225000.0,7/10/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2A,1688,38,C2, 330 EAST 117 STREET                       ,            ,10035,6,0,6,2523,4500,1910,2, C2 ,1260000.0,2/28/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1688,44,C4, 316 E. 117 STREET                         ,            ,10035,18,0,18,2523,13200,1900,2, C4 ,8700000.0,4/9/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2A,1710,39,C3, 424 EAST 117 STREET                       ,            ,10035,4,0,4,1682,3404,1890,2, C3 ,1577918.0,12/11/2012
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2A,1711,129,C3, 450 EAST 118TH STREET                     ,            ,10035,4,0,4,1286,4185,1900,2, C3 ,439487.0,1/30/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2A,1783,19,C4, 243 EAST 118 STREET                       ,            ,10035,4,0,4,1682,2907,1900,2, C4 ,475000.0,9/28/2012
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1786,42,C4, 212 EAST 122ND STREET                     ,            ,10035,33,1,34,5046,26400,1920,2, C4 ,4382500.0,9/24/2012
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1802,41,C4, 316 EAST 126 STREET                       ,            ,10035,10,0,10,2498,8615,1900,2, C4 ,1500000.0,11/20/2012
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1806,4,C4, 2308 FIRST AVENUE                         ,            ,10035,6,2,8,2350,6000,1900,2, C4 ,2620000.0,7/3/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1806,48,C4, 2312 1 AVENUE                             ,            ,10035,6,2,8,2366,6041,1900,2, C4 ,1500000.0,5/30/2013
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2A,1807,138,C4, 422 EAST 120TH STREET                     ,            ,10035,4,0,4,1892,3091,1900,2, C4 ,810000.0,12/10/2012
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1815,46,C4, 508 EAST 119 STREET                       ,            ,10035,7,0,7,2018,4800,1900,2, C4 ,450000.0,12/24/2012
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2A,1815,47,C4, 506 EAST 119 STREET                       ,            ,10035,5,0,5,2018,4800,1900,2, C4 ,650000.0,7/25/2013
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1616,21,D3, 1655 MADISON AVENUE                       ,            ,10029,14,0,14,1875,16459,2009,2, D3 ,2200000.0,5/21/2013
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1624,33,D9, 1710 3 AVENUE                             ,            ,10029,522,4,526,40873,509090,1990,2, D9 ,252000000.0,6/21/2013
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1631,20,D6, 1635 LEXINGTON AVENUE                     ,            ,10029,42,2,44,9500,59000,2010,2, D6 ,9269000.0,5/2/2013
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1633,41,D6, 174 EAST 106 STREET                       ,            ,10029,22,2,24,5000,21300,1910,2, D6 ,6000000.0,12/5/2012
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1639,57,D3, 138-142 EAST 112TH ST                     ,            ,10029,21,0,21,10814,23553,2004,2, D3 ,9935000.0,3/20/2013
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1644,8,D1, 115 EAST 116TH STREET                     ,            ,10029,48,0,48,9009,47750,1925,2, D1 ,6397017.0,12/4/2012
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1680,148,D7, 308 EAST 109 STREET                       ,            ,10029,16,1,17,2523,28388,2009,2, D7 ,3200000.0,12/19/2012
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1687,9,D9, 315-317 EAST 115TH STREET                 ,            ,10029,29,0,29,5046,21390,1900,2, D9 ,5300000.0,1/9/2013
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1709,15,D1, 433 EAST 115 STREET                       ,            ,10029,15,0,15,4037,16800,2006,2, D1 ,2500000.0,7/3/2013
HARLEM-EAST              ,11A CONDO-RENTALS                           ,2,1652,1002,RR, 222 EAST 104TH STREET                     ,RES         ,10029,89,0,89,29807,83202,2013,2, RR ,1000000.0,12/20/2012
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1623,34,S9, 1662 PARK AVENUE                          ,            ,10035,6,2,8,1830,6060,1910,2, S9 ,700000.0,10/4/2012
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1645,132,S3, 185 EAST 117TH STREET                     ,            ,10035,3,1,4,1165,3868,1900,2, S3 ,759000.0,11/16/2012
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1645,133,S3, 187 EAST 117TH STREET                     ,            ,10035,3,1,4,959,3612,1900,2, S3 ,759000.0,11/16/2012
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1665,145,S9, 210 EAST 116 STREET                       ,            ,10029,2,2,4,1398,2448,1890,2, S9 ,407300.0,4/19/2013
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1676,1,S5, 2024 2 AVENUE                             ,            ,10029,6,1,7,1944,6999,1920,2, S5 ,2769612.0,4/25/2013
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1676,2,S5, 2026 2 AVENUE                             ,            ,10029,6,1,7,1875,6100,1920,2, S5 ,3190388.0,4/25/2013
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1676,52,S5, 2032 2 AVENUE                             ,            ,10029,6,1,7,1875,5831,1910,2, S5 ,1025000.0,8/13/2012
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1677,50,S9, 2060 2 AVENUE                             ,            ,10029,6,2,8,1742,5451,1900,2, S9 ,1475000.0,4/17/2013
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1681,30,S9, 348 EAST 110TH STREET                     ,            ,10029,6,2,8,1944,5832,1910,2, S9 ,1500000.0,7/18/2013
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1688,25,S9, 2265 1 AVENUE                             ,            ,10035,6,2,8,2180,7865,1914,2, S9 ,1500000.0,4/10/2013
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1711,46,S3, 2294 1 AVENUE                             ,            ,10035,3,1,4,1419,3168,1900,2, S3 ,450000.0,3/20/2013
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1711,47,S3, 2292 1 AVENUE                             ,            ,10035,3,1,4,1412,3168,1900,2, S3 ,450000.0,3/20/2013
HARLEM-EAST              ,21  OFFICE BUILDINGS                        ,4,1687,49,O9, 2256 2 AVENUE                             ,            ,10029,0,2,2,3274,12800,1930,4, O9 ,1900000.0,6/26/2013
HARLEM-EAST              ,21  OFFICE BUILDINGS                        ,4,1688,23,O9, 2261 1ST AVENUE                           ,            ,10035,0,2,2,3354,13000,1940,4, O9 ,4750000.0,11/20/2012
HARLEM-EAST              ,21  OFFICE BUILDINGS                        ,4,1795,31,O7, 2323 1ST AVENUE                           ,            ,10035,0,1,1,2288,4500,1900,4, O7 ,550000.0,1/30/2013
HARLEM-EAST              ,23  LOFT BUILDINGS                          ,4,1654,26,L8, 2035 SECOND AVENUE                        ,            ,10029,0,5,5,2600,11492,1920,4, L8 ,3000000.0,7/9/2013
HARLEM-EAST              ,27  FACTORIES                               ,4,1708,41,F5, 418 EAST 115 STREET                       ,            ,10029,0,1,1,2523,7275,1900,4, F5 ,1800000.0,12/19/2012
HARLEM-EAST              ,29  COMMERCIAL GARAGES                      ,4,1627,42,G7, 168 EAST 100 STREET                       ,            ,10029,0,0,0,2523,0,0,4, G7 ,900000.0,8/31/2012
HARLEM-EAST              ,29  COMMERCIAL GARAGES                      ,4,1633,52,G7, 152 EAST 106 STREET                       ,            ,10029,0,0,0,2023,0,0,4, G7 ,965000.0,10/26/2012
HARLEM-EAST              ,29  COMMERCIAL GARAGES                      ,4,1784,2,G7, 2187 THIRD AVENUE                         ,            ,10035,0,0,0,5910,0,0,4, G7 ,3200000.0,12/27/2012
HARLEM-EAST              ,30  WAREHOUSES                              ,4,1683,26,E9, 2157 1 AVENUE                             ,            ,10029,0,2,2,2500,7300,1910,4, E9 ,1250000.0,12/27/2012
HARLEM-EAST              ,30  WAREHOUSES                              ,4,1788,5,E3, 205 EAST 123 STREET                       ,            ,10035,0,3,3,2724,8931,1910,4, E3 ,2375000.0,11/19/2012
HARLEM-EAST              ,31  COMMERCIAL VACANT LAND                  ,4,1616,30,V1, 71-73 EAST 110 STREET                     ,            ,10029,0,0,0,3364,0,0,4, V1 ,999900.0,2/14/2013
HARLEM-EAST              ,31  COMMERCIAL VACANT LAND                  ,4,1616,31,V1, 77 EAST 110 STREET                        ,            ,10029,0,0,0,5046,0,0,4, V1 ,1225000.0,12/27/2012
HARLEM-EAST              ,31  COMMERCIAL VACANT LAND                  ,4,1623,40,V1, 1674 PARK AVENUE                          ,            ,10035,0,0,0,2275,0,0,4, V1 ,952500.0,4/30/2013
HARLEM-EAST              ,31  COMMERCIAL VACANT LAND                  ,4,1625,7,V1, 115 EAST 97TH   STREET                    ,            ,10029,0,0,0,15138,0,0,4, V1 ,21000000.0,9/19/2012
HARLEM-EAST              ,31  COMMERCIAL VACANT LAND                  ,4,1783,111,V1, 223 EAST 118 STREET                       ,            ,10035,0,0,0,1682,0,0,4, V1 ,377000.0,7/17/2013
HARLEM-EAST              ,37  RELIGIOUS FACILITIES                    ,4,1654,39,M9, 222 EAST 105 STREET                       ,            ,10029,0,1,1,1489,2157,1920,4, M9 ,30750.0,12/12/2012
HARLEM-EAST              ,37  RELIGIOUS FACILITIES                    ,4,1786,104,M1, 207 EAST 121 STREET                       ,            ,10035,0,1,1,2030,2514,1920,4, M1 ,780000.0,7/10/2013
HARLEM-UPPER             ,01  ONE FAMILY HOMES                        ,1,2057,133,S1, 467 WEST 140 STREET                       ,            ,10031,1,1,2,1799,4492,1910,1, S1 ,565000.0,12/14/2012
HARLEM-UPPER             ,01  ONE FAMILY HOMES                        ,1,2058,19,S1, 452 WEST 142ND STREET                     ,            ,10031,1,1,2,1799,5668,1901,1, S1 ,1900000.0,12/11/2012
HARLEM-UPPER             ,01  ONE FAMILY HOMES                        ,1,2073,24,A4, 99 HAMILTON PLACE                         ,            ,10031,1,0,1,1404,3570,1910,1, A4 ,850500.0,5/15/2013
HARLEM-UPPER             ,01  ONE FAMILY HOMES                        ,1,2073,24,A4, 99 HAMILTON PLACE                         ,            ,10031,1,0,1,1404,3570,1910,1, A4 ,911562.0,9/5/2012
HARLEM-UPPER             ,01  ONE FAMILY HOMES                        ,1,2086,51,A9, 642 WEST 138 STREET                       ,            ,10031,1,0,1,1499,1980,1901,1, A9 ,931698.0,5/24/2013
HARLEM-UPPER             ,01  ONE FAMILY HOMES                        ,1,2086,51,A9, 642 WEST 138 STREET                       ,            ,10031,1,0,1,1499,1980,1901,1, A9 ,1215177.0,1/16/2013
HARLEM-UPPER             ,02  TWO FAMILY HOMES                        ,1,2063,33,B9, 767 ST NICHOLAS AVENUE                    ,            ,10031,2,0,2,2320,5800,1920,1, B9 ,679800.0,11/7/2012
HARLEM-UPPER             ,02  TWO FAMILY HOMES                        ,1,2064,52,B2, 458 W. 150TH STREET                       ,            ,10031,2,0,2,1665,1424,1899,1, B2 ,870000.0,4/9/2013
HARLEM-UPPER             ,02  TWO FAMILY HOMES                        ,1,2079,50,B2, 540 WEST 148 STREET                       ,            ,10031,2,0,2,1707,3273,1900,1, B2 ,1260000.0,1/29/2013
HARLEM-UPPER             ,02  TWO FAMILY HOMES                        ,1,2081,41,B1, 520 WEST 150TH STREET                     ,            ,10031,2,0,2,1599,2637,1910,1, B1 ,1217350.0,4/25/2013
HARLEM-UPPER             ,02  TWO FAMILY HOMES                        ,1,2084,24,B3, 513 WEST 152ND STREET                     ,            ,10031,2,0,2,1499,3180,1899,1, B3 ,1365000.0,11/29/2012
HARLEM-UPPER             ,02  TWO FAMILY HOMES                        ,1,2089,19,B3, 625 WEST 142 STREET                       ,            ,10031,2,0,2,1499,3000,1910,1, B3 ,110000.0,4/11/2013
HARLEM-UPPER             ,02  TWO FAMILY HOMES                        ,1,2093,142,B1, 626 WEST 147 STREET                       ,            ,10031,2,0,2,1649,3196,1901,1, B1 ,1700000.0,12/21/2012
HARLEM-UPPER             ,02  TWO FAMILY HOMES                        ,1,2094,26,B3, 607 WEST 147TH                            ,            ,10031,2,0,2,1249,2640,1901,1, B3 ,880000.0,6/19/2013
HARLEM-UPPER             ,03  THREE FAMILY HOMES                      ,1,2080,41,C0, 518 WEST 149 STREET                       ,            ,10031,3,0,3,1499,3292,1926,1, C0 ,1345000.0,11/28/2012
HARLEM-UPPER             ,07  RENTALS - WALKUP APARTMENTS             ,2B,2059,52,C5, 452 WEST 145 STREET                       ,            ,10031,6,1,7,1599,3328,1926,2, C5 ,1100000.0,4/29/2013
HARLEM-UPPER             ,07  RENTALS - WALKUP APARTMENTS             ,2,2060,35,C7, 719 ST NICHOLAS AVENUE                    ,            ,10031,13,1,14,1892,5268,1890,2, C7 ,2550000.0,3/5/2013
HARLEM-UPPER             ,07  RENTALS - WALKUP APARTMENTS             ,2A,2061,22,C2, 429 WEST 146 STREET                       ,            ,10031,6,0,6,1424,2265,1920,2, C2 ,650000.0,4/22/2013
HARLEM-UPPER             ,07  RENTALS - WALKUP APARTMENTS             ,2B,2063,31,C5, 763 ST NICHOLAS AVENUE                    ,            ,10031,9,0,9,1720,5779,1926,2, C5 ,497668.0,3/21/2013
HARLEM-UPPER             ,07  RENTALS - WALKUP APARTMENTS             ,2B,2063,129,C5, 759 ST. NICHOLAS AVENUE                   ,            ,10031,9,0,9,1900,5666,1920,2, C5 ,1200000.0,12/27/2012
