NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2,1063,12,C7, 437 WEST 53RD   STREET                    ,            ,10019,11,1,12,2510,8641,1910,2, C7 ,3950000.0,3/19/2013
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2,1064,4,C7, 818 10TH AVENUE                           ,            ,10019,16,2,18,3333,12330,1910,2, C7 ,8400000.0,8/6/2013
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1064,9,C7, 443 WEST 54TH   STREET                    ,            ,10019,7,1,8,2750,7457,1920,2, C7 ,4000000.0,11/26/2012
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2,1078,14,C4, 533 WEST 49TH   STREET                    ,            ,10019,20,0,20,2510,9690,1901,2, C4 ,3875000.0,5/10/2013
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1086,30,C7, 877 10TH   AVENUE                         ,            ,10019,8,2,10,1875,7500,1910,2, C7 ,4800000.0,11/20/2012
CLINTON                  ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1058,47,D3, 428 WEST 49TH STREET                      ,            ,10019,12,0,12,2510,10468,2003,2, D3 ,7500000.0,6/13/2013
CLINTON                  ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,1058,62,D6, 698 10TH   AVENUE                         ,            ,10019,9,1,10,2193,9385,1910,2, D6 ,5500000.0,6/13/2013
CLINTON                  ,14  RENTALS - 4-10 UNIT                     ,2A,1055,130,S4, 647 9 AVENUE                              ,            ,10036,4,1,5,1613,6694,1910,2, S4 ,8500000.0,5/28/2013
CLINTON                  ,14  RENTALS - 4-10 UNIT                     ,2A,1059,34,S9, 733 NINTH AVENUE                          ,            ,10019,3,2,5,2100,7740,1910,2, S9 ,6275000.0,12/27/2012
CLINTON                  ,14  RENTALS - 4-10 UNIT                     ,2A,1059,162,S4, 458 WEST 50TH   STREET                    ,            ,10019,4,1,5,1205,3780,1910,2, S4 ,2980000.0,12/20/2012
CLINTON                  ,21  OFFICE BUILDINGS                        ,4,1094,21,O9, 617 WEST 46TH   STREET                    ,            ,10036,0,2,2,5000,10000,1940,4, O9 ,5450000.0,8/23/2012
CLINTON                  ,21  OFFICE BUILDINGS                        ,4,1102,18,O9, 619 WEST 54TH   STREET                    ,            ,10019,0,12,12,30125,277600,1930,4, O9 ,112000000.0,10/18/2012
CLINTON                  ,23  LOFT BUILDINGS                          ,4,1064,5,L8, 451 WEST 54TH   STREET                    ,            ,10019,1,1,2,2460,6352,1920,4, L8 ,6850000.0,5/29/2013
CLINTON                  ,23  LOFT BUILDINGS                          ,4,1086,48,L9, 530 WEST 58TH   STREET                    ,            ,10019,0,2,2,5021,9900,1925,4, L9 ,17000000.0,4/19/2013
CLINTON                  ,29  COMMERCIAL GARAGES                      ,4,1072,59,G9, 558 WEST 44TH STREET                      ,            ,10036,0,2,2,2712,5400,1940,4, G9 ,5000000.0,8/16/2012
CLINTON                  ,29  COMMERCIAL GARAGES                      ,4,1094,24,G7, 613 WEST 46TH STREET                      ,            ,10036,0,0,0,2450,0,0,4, G7 ,1390000.0,11/1/2012
CLINTON                  ,29  COMMERCIAL GARAGES                      ,4,1094,44,G9, 618 WEST 47TH   STREET                    ,            ,10036,0,1,1,10000,4511,1940,4, G9 ,10515000.0,1/10/2013
CLINTON                  ,29  COMMERCIAL GARAGES                      ,4,1096,34,G6, 677 11TH AVENUE                           ,            ,10019,0,0,0,10057,0,0,4, G6 ,16617032.0,12/26/2012
CLINTON                  ,30  WAREHOUSES                              ,4,1072,50,E9, 546 WEST 44TH   STREET                    ,            ,10036,0,1,1,27616,22500,1950,4, E9 ,50000000.0,12/6/2012
CLINTON                  ,30  WAREHOUSES                              ,4,1078,7,E1, 547 WEST 49TH STREET                      ,            ,10019,0,1,1,2475,4000,1950,4, E1 ,4600000.0,12/31/2012
CLINTON                  ,30  WAREHOUSES                              ,4,1094,25,E9, 609-611 WEST 46TH STREET                  ,            ,10036,0,2,2,4775,19100,1920,4, E9 ,12510000.0,11/1/2012
EAST VILLAGE             ,01  ONE FAMILY HOMES                        ,1,466,46,A7, 123 EAST 10TH   STREET                    ,            ,10003,1,0,1,1324,3225,1899,1, A7 ,6250000.0,8/2/2012
EAST VILLAGE             ,02  TWO FAMILY HOMES                        ,1,436,1,S2, 138 1 AVENUE                              ,            ,10009,2,1,3,1200,3360,1900,1, S2 ,635000.0,8/1/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,434,16,C7, 104 EAST 7TH   STREET                     ,            ,10009,16,2,18,2271,8236,1900,2, C7 ,2850000.0,11/15/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,435,53,C4, 99 EAST 7TH STREET                        ,            ,10009,15,0,15,2567,9820,1930,2, C4 ,5100000.0,10/24/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,436,22,C4, 426 EAST 9TH   STREET                     ,            ,10009,20,0,20,2348,9745,1900,2, C4 ,5850000.0,9/11/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,436,41,C7, 111 ST. MARKS PLACE                       ,            ,10009,10,2,12,2348,6115,1900,2, C7 ,4350000.0,1/8/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,436,42,C7, 109 ST MARK'S PLACE                       ,            ,10009,25,1,26,2348,10386,1920,2, C7 ,7000000.0,8/9/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,437,35,C7, 435 EAST 9TH STREET                       ,            ,10009,14,2,16,2306,7413,1900,2, C7 ,4950000.0,8/30/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2B,438,30,C7, 167 AVENUE A                              ,            ,10009,8,1,9,2225,9030,1910,2, C7 ,7715462.0,1/31/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2B,438,31,C5, 165 AVENUE A                              ,            ,10009,9,1,10,2225,9115,1910,2, C5 ,8572735.0,1/31/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,438,44,C7, 267 EAST 10TH STREET                      ,            ,10009,18,2,20,2369,8100,1920,2, C7 ,5650000.0,8/30/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,440,27,C1, 438 EAST 13TH   STREET                    ,            ,10009,20,0,20,2504,9135,1900,2, C1 ,8600000.0,11/15/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,440,42,C7, 435 EAST 12TH   STREET                    ,            ,10009,20,1,21,2504,9335,1900,2, C7 ,5914167.0,1/31/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,441,35,C7, 211 AVENUE A                              ,            ,10009,35,3,38,5171,23984,1900,2, C7 ,15318662.0,1/31/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,443,54,C1, 46 EAST 1ST STREET                        ,            ,10003,24,0,24,2424,8556,1910,2, C1 ,5400000.0,1/8/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,445,25,C1, 118 EAST 4TH STREET                       ,            ,10003,24,0,24,2404,8270,1900,2, C1 ,6666666.0,4/9/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,445,26,C1, 120-122 EAST 4TH STREET                   ,            ,10003,48,0,48,4808,17443,1900,2, C1 ,13333333.0,4/9/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,445,37,C7, 99 EAST 3RD   STREET                      ,            ,10003,10,1,11,962,3848,1910,2, C7 ,6000000.0,1/31/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2B,447,15,C7, 318 EAST 6TH STREET                       ,            ,10003,8,1,9,2425,6822,1900,2, C7 ,5100000.0,8/30/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2A,448,45,C2, 321 E 6TH STREET                          ,            ,10003,5,0,5,1635,3488,1910,2, C2 ,1600000.0,10/17/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2B,449,31,C7, 129 1 AVENUE                              ,            ,10003,8,2,10,1225,5390,1900,2, C7 ,4653771.0,1/31/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2B,449,40,C7, 83 EAST 7TH   STREET                      ,            ,10003,8,1,9,2438,7677,1900,2, C7 ,4400000.0,11/15/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2B,450,30,C7, 143 1 AVENUE                              ,            ,10003,8,2,10,2342,5980,1900,2, C7 ,5041585.0,1/31/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2B,451,25,C7, 228 EAST 10TH   STREET                    ,            ,10003,9,1,10,2300,6928,1900,2, C7 ,4200000.0,6/25/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2B,451,44,C7, 335 EAST 9TH   STREET                     ,            ,10003,8,2,10,2306,6510,1900,2, C7 ,20250000.0,3/14/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,452,17,C7, 318 EAST 11TH STREET                      ,            ,10003,16,2,18,2369,10392,1900,2, C7 ,7000000.0,8/30/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,452,26,C7, 338 EAST 11TH   STREET                    ,            ,10003,19,2,21,2369,9125,1900,2, C7 ,8342623.0,1/31/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,452,27,C7, 340 EAST 11TH   STREET                    ,            ,10003,16,2,18,2369,9515,1900,2, C7 ,5133921.0,1/31/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2B,463,51,C7, 13 EAST 7TH   STREET                      ,            ,10003,8,2,10,1950,7280,1900,2, C7 ,3900000.0,9/28/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2A,465,109,C3, 104 EAST 10TH STREET                      ,            ,10003,4,0,4,900,2880,1910,2, C3 ,3500000.0,2/19/2013
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,467,20,C5, 222 EAST 12TH STREET                      ,            ,10003,23,0,23,2485,5226,1910,2, C5 ,2545000.0,12/13/2012
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,468,45,C5, 233 EAST 12TH STREET                      ,            ,10003,22,0,22,2633,10746,1930,2, C5 ,2796140.0,1/1/2013
EAST VILLAGE             ,08  RENTALS - ELEVATOR APARTMENTS           ,2,468,46,D9, 229 EAST 12TH   STREET                    ,            ,10003,35,0,35,4037,27215,1920,2, D9 ,16000000.0,12/13/2012
EAST VILLAGE             ,14  RENTALS - 4-10 UNIT                     ,2B,429,34,S5, 23 AVENUE A                               ,            ,10009,6,1,7,1230,4388,1920,2, S5 ,4459864.0,1/31/2013
EAST VILLAGE             ,14  RENTALS - 4-10 UNIT                     ,2A,434,54,S4, 407 EAST 6TH   STREET                     ,            ,10009,4,1,5,1945,4060,1900,2, S4 ,3605000.0,12/14/2012
EAST VILLAGE             ,14  RENTALS - 4-10 UNIT                     ,2A,435,35,S4, 115 AVENUE A                              ,            ,10009,4,1,5,2442,5450,1900,2, S4 ,3000000.0,8/2/2012
EAST VILLAGE             ,14  RENTALS - 4-10 UNIT                     ,2A,439,28,S9, 191 AVENUE A                              ,            ,10009,3,2,5,2695,10730,1900,2, S9 ,5526353.0,1/31/2013
EAST VILLAGE             ,14  RENTALS - 4-10 UNIT                     ,2A,446,6,S9, 82 SECOND AVENUE                          ,            ,10003,4,2,6,2400,4956,1920,2, S9 ,3160500.0,12/19/2012
EAST VILLAGE             ,14  RENTALS - 4-10 UNIT                     ,2B,467,21,S5, 224 EAST 12TH   STREET                    ,            ,10003,6,1,7,2485,8963,1910,2, S5 ,4000000.0,4/30/2013
EAST VILLAGE             ,22  STORE BUILDINGS                         ,4,458,1,K9, 325 BOWERY                                ,            ,10003,2,3,5,1787,6624,1900,4, K9 ,9250000.0,6/21/2013
EAST VILLAGE             ,22  STORE BUILDINGS                         ,4,469,19,K9, 222 EAST 14TH   STREET                    ,            ,10003,3,2,5,1652,5492,1900,4, K9 ,4100000.0,4/4/2013
EAST VILLAGE             ,29  COMMERCIAL GARAGES                      ,4,464,20,G1, 220 EAST 9TH   STREET                     ,            ,10003,0,1,1,7875,22460,1926,4, G1 ,3288828.0,1/24/2013
EAST VILLAGE             ,37  RELIGIOUS FACILITIES                    ,4,439,26,M1, 436 EAST 12TH   STREET                    ,            ,10009,0,2,2,13009,22298,1900,4, M1 ,41000000.0,11/15/2012
EAST VILLAGE             ,37  RELIGIOUS FACILITIES                    ,4,459,1,M2, 347 BOWERY                                ,            ,10003,0,1,1,4937,8308,1951,4, M2 ,19000000.0,6/21/2013
FASHION                  ,01  ONE FAMILY HOMES                        ,1,754,13,A4, 351 WEST 30TH STREET                      ,            ,10001,1,0,1,1333,2028,1901,1, A4 ,1950000.0,12/14/2012
FASHION                  ,07  RENTALS - WALKUP APARTMENTS             ,2,778,3,C4, 368 8 AVENUE                              ,            ,10001,11,0,11,2635,9400,1890,2, C4 ,2985000.0,11/1/2012
FASHION                  ,14  RENTALS - 4-10 UNIT                     ,2A,779,7,S3, 257 WEST 29TH   STREET                    ,            ,10001,3,1,4,2467,5358,1920,2, S3 ,6250000.0,2/20/2013
FASHION                  ,14  RENTALS - 4-10 UNIT                     ,2A,833,27,S9, 23 WEST 31ST   STREET                     ,            ,10001,4,2,6,2469,8797,1925,2, S9 ,4000000.0,5/1/2013
FASHION                  ,14  RENTALS - 4-10 UNIT                     ,2A,833,27,S9, 23 WEST 31ST   STREET                     ,            ,10001,4,2,6,2469,8797,1925,2, S9 ,1850000.0,5/1/2013
FASHION                  ,14  RENTALS - 4-10 UNIT                     ,2B,841,12,S9, 49 WEST 39TH   STREET                     ,            ,10018,5,3,8,2063,9660,1910,2, S9 ,5949162.0,1/11/2013
FASHION                  ,21  OFFICE BUILDINGS                        ,4,785,73,O3, 256 WEST 36TH   STREET                    ,            ,10018,0,7,7,3514,35000,1917,4, O3 ,17750226.0,10/17/2012
FASHION                  ,21  OFFICE BUILDINGS                        ,4,786,23,O9, 229 WEST 36TH   STREET                    ,            ,10018,0,15,15,11406,130000,1921,4, O9 ,64850000.0,12/27/2012
FASHION                  ,21  OFFICE BUILDINGS                        ,4,805,22,O2, 129 WEST 29TH   STREET                    ,            ,10001,0,16,16,7252,85869,1911,4, O2 ,54000000.0,8/7/2012
FASHION                  ,21  OFFICE BUILDINGS                        ,4,815,21,O3, 104 WEST40TH STREET                       ,            ,10018,0,29,29,15375,173108,1962,4, O3 ,103000000.0,12/12/2012
FASHION                  ,21  OFFICE BUILDINGS                        ,4,830,37,O1, 250 FIFTH AVENUE                          ,            ,10001,0,0,0,10445,35511,1908,4, O1 ,15000000.0,6/17/2013
FASHION                  ,22  STORE BUILDINGS                         ,4,778,31,K9, 215 WEST 28TH STREET                      ,            ,10001,1,1,2,2456,7603,1920,4, K9 ,9000000.0,12/13/2012
FASHION                  ,22  STORE BUILDINGS                         ,4,784,34,K9, 211 WEST 34TH   STREET                    ,            ,10001,0,1,1,2370,6294,1920,4, K9 ,17500000.0,12/21/2012
FASHION                  ,22  STORE BUILDINGS                         ,4,806,3,K9, 365 7 AVENUE                              ,            ,10001,0,4,4,3150,10962,1924,4, K9 ,4496000.0,2/6/2013
FASHION                  ,22  STORE BUILDINGS                         ,4,815,49,K9, 1420 BROADWAY                             ,            ,10018,0,4,4,2286,6049,1920,4, K9 ,10273444.0,10/15/2012
FASHION                  ,22  STORE BUILDINGS                         ,4,831,68,K9, 1227 BROADWAY                             ,            ,10001,0,7,7,2569,8584,1920,4, K9 ,16000000.0,11/20/2012
FASHION                  ,22  STORE BUILDINGS                         ,4,840,42,K3, 424 5 AVENUE                              ,            ,10018,0,9,9,46500,662729,1920,4, K3 ,53256000.0,11/26/2012
FASHION                  ,22  STORE BUILDINGS                         ,4,841,13,K1, 47 WEST 39TH   STREET                     ,            ,10018,0,1,1,2063,1951,1925,4, K1 ,3800000.0,9/24/2012
FASHION                  ,23  LOFT BUILDINGS                          ,4,763,18,L1, 329-333 WEST 39TH STREET                  ,            ,10018,0,10,10,7357,93661,1929,4, L1 ,3200000.0,6/26/2013
FASHION                  ,23  LOFT BUILDINGS                          ,4,763,46,L8, 308 WEST 40TH   STREET                    ,            ,10018,0,4,4,2469,6219,1930,4, L8 ,1300000.0,12/5/2012
FASHION                  ,23  LOFT BUILDINGS                          ,4,787,72,L1, 256 WEST 38TH   STREET                    ,            ,10018,0,0,0,7357,96736,1924,4, L1 ,48600000.0,12/26/2012
FASHION                  ,23  LOFT BUILDINGS                          ,4,804,53,L8, 122 WEST 29TH   STREET                    ,            ,10001,0,2,2,2469,8995,1920,4, L8 ,4600000.0,8/15/2012
FASHION                  ,23  LOFT BUILDINGS                          ,4,831,52,L8, 22 WEST 30TH   STREET                     ,            ,10001,4,2,6,2469,9745,1910,4, L8 ,6750000.0,9/6/2012
